Accountant,NY,FALSE,40.71154,-74.00549
Accountant,IL,TRUE,41.8489,-87.64835
Accountant,TX,FALSE,32.782967,-96.8022
Accountant,TX,FALSE,30.266483,-97.74176
Accountant,MA,FALSE,42.115383,-72.63736
Accountant,CA,FALSE,34.07967,-118.07143
Accountant,MN,FALSE,44.854397,-93.46703
Accountant,FL,FALSE,26.14011,-81.79121
Accountant,AZ,FALSE,33.57143,-111.89561
Accountant,IL,FALSE,41.98901,-87.8022
Accountant,IL,FALSE,41.98901,-87.8022
Accountant,IL,FALSE,42.192307,-88.13187
Accountant,OH,FALSE,40.282967,-83.05495
Accountant,TN,FALSE,35.085163,-89.84615
Accountant,WV,FALSE,38.406593,-82.36813
Accountant,MI,FALSE,44.76099,-85.61539
Accountant,VA,FALSE,37.552197,-77.45605
Accountant,TX,TRUE,32.785713,-96.7967
Accountant,UT,FALSE,40.758244,-111.89011
Accountant,NY,TRUE,40.60989,-73.41758
Accountant,CO,TRUE,39.703297,-105.07692
Accountant,TX,FALSE,30.266483,-97.74176
Accountant,FL,FALSE,28.151098,-82.45605
Accountant,VA,FALSE,38.967033,-77.34066
Accountant,NE,FALSE,40.79945,-96.66483
Accountant,CA,TRUE,34.027473,-118.23627
Accountant,VA,FALSE,39.20055,-77.53297
Accountant,MA,FALSE,42.376373,-71.23077
Accountant,FL,FALSE,28.39011,-81.41758
Accountant,NJ,FALSE,40.857143,-74.41209
Accountant,OH,TRUE,39.26099,-84.81868
Accountant,VA,FALSE,38.892857,-77.42857
Accountant,OH,TRUE,39.95879,-82.99451
Accountant,OK,TRUE,35.467033,-97.51099
Accountant,WV,FALSE,38.406593,-82.36813
Accountant,IA,FALSE,41.5989,-93.60439
Accountant,NY,TRUE,40.71154,-74.00549
Accountant,OR,FALSE,45.456043,-122.7967
Accountant,IL,FALSE,42.153847,-88.13187
Accountant,OH,FALSE,39.686813,-84.16483
Accountant,GA,FALSE,32.082417,-81.0989
Accountant,CA,FALSE,34.052197,-118.24176
Accountant,TX,FALSE,32.813187,-96.94505
Accountant,TX,FALSE,29.760988,-95.36264
Accountant,NY,TRUE,42.975273,-78.79121
Accountant,UT,FALSE,40.758244,-111.89011
Accountant,TX,FALSE,32.813187,-96.94505
Accountant,OH,FALSE,40.873627,-81.4011
Accountant,OH,FALSE,38.417583,-82.58242
Accountant,VA,FALSE,37.26923,-76.7033
Accountant,OR,FALSE,45.497253,-122.68681
Accountant,KY,FALSE,36.736263,-85.20879
Accountant,CA,FALSE,37.384617,-122.08242
Accountant,IL,FALSE,41.884617,-87.62088
Accountant,NC,TRUE,35.225273,-80.84066
Accountant,TX,TRUE,30.266483,-97.74176
Accountant,CA,FALSE,38.82143,-121.26923
Accountant,OH,FALSE,39.15934,-84.45605
Accountant,FL,FALSE,26.04945,-80.14286
Accountant,OH,FALSE,40.733517,-82.51649
Accountant,WA,FALSE,47.304947,-122.22527
Accountant,IL,FALSE,41.881866,-87.63736
Accountant,CA,TRUE,37.826923,-122.29121
Accountant,NY,TRUE,40.722527,-73.99451
Accountant,VA,FALSE,36.796703,-76.42308
Accountant,NY,FALSE,42.43956,-76.49451
Accountant,NY,FALSE,40.846153,-73.85165
Accountant,FL,FALSE,25.763737,-80.18681
Accountant,CT,FALSE,41.392857,-73.45055
Accountant,MI,FALSE,42.582417,-83.24176
Accountant,IA,FALSE,42.057693,-93.87912
Accountant,IL,FALSE,42.06868,-87.78571
Accountant,MI,FALSE,42.32143,-83.17583
Accountant,OH,FALSE,39.107143,-84.5
Accountant,OH,FALSE,39.107143,-84.5
Accountant,NJ,FALSE,41.021976,-74.05495
Accountant,WI,TRUE,44.747253,-87.63187
Accountant,CA,TRUE,37.662086,-121.87363
Accountant,TX,FALSE,32.785713,-96.7967
Accountant,CA,FALSE,34.043957,-118.45055
Accountant,CA,FALSE,32.892857,-117.1978
Accountant,MI,FALSE,42.497253,-83.23077
Accountant,CA,FALSE,33.645603,-117.81868
Accountant,FL,FALSE,25.763737,-80.18681
Accountant,OH,FALSE,41.491756,-81.66483
Accountant,MN,FALSE,44.85989,-93.44505
Accountant,CA,FALSE,34.076923,-118.48351
Accountant,NJ,FALSE,39.945053,-74.91209
Accountant,IN,FALSE,41.065933,-85.16483
Accountant,FL,FALSE,26.120878,-80.14286
Accountant,NJ,FALSE,41.021976,-74.05495
Accountant,TX,FALSE,30.005495,-95.39561
Accountant,FL,FALSE,26.703297,-80.06044
Accountant,TX,FALSE,30.348902,-97.73077
Accountant,TX,FALSE,32.93132,-96.78571
Accountant,NY,FALSE,40.755493,-73.6978
Accountant,MO,FALSE,38.656593,-90.45605
Accountant,OK,FALSE,35.513737,-97.52198
Accountant,TX,FALSE,32.96154,-96.82417
Accountant,NY,FALSE,40.75,-73.96703
Architect,LA,FALSE,29.953297,-90.07143
Architect,DC,FALSE,38.892857,-77.03297
Architect,LA,FALSE,30.45055,-91.15385
Architect,WI,FALSE,42.582417,-87.81868
Architect,NJ,FALSE,40.425823,-74.41209
Architect,TX,FALSE,32.895603,-96.95055
Architect,CA,FALSE,37.662086,-121.87363
Architect,GA,FALSE,34.074177,-84.29121
Architect,FL,FALSE,29.651098,-82.32417
Architect,GA,FALSE,33.747253,-84.38461
Architect,LA,FALSE,30.357143,-90.06044
Architect,IL,FALSE,42.217033,-87.96154
Architect,VA,FALSE,38.87912,-77.0989
Architect,OH,TRUE,39.15934,-84.45605
Architect,PA,FALSE,40.307693,-76.87363
Architect,NY,FALSE,40.76923,-73.10989
Architect,NJ,FALSE,40.92857,-74.03846
